"1","uEmir",23,"m",0.616498025035163,0.00223747527215712,0.000128965159993555,0.704538878478332,0.0437872231823558,"18.jpg","image","STILL",0.7,22.7,"wifi",58,0,"OTHER","True","True",2,"1001"
"2","uEmir",23,"m",0.616498025035163,0.00223747527215712,0.000128965159993555,0.704538878478332,0.0437872231823558,"6.mp4","vlong","STILL",0.38,6.682,"cellular",58,11,"OTHER","True","True",-2,"1001"
"3","uEmir",23,"m",0.616498025035163,0.00223747527215712,0.000128965159993555,0.704538878478332,0.0437872231823558,"2.jpg","image","ON_FOOT",0.33,17.391,"cellular",58,11,"OTHER","True","True",1,"1001"
"4","uEmir",23,"m",0.616498025035163,0.00223747527215712,0.000128965159993555,0.704538878478332,0.0437872231823558,"9.mp4","vlong","STILL",0.96,12.899,"wifi",58,14,"HOME","True","False",-1,"1001"
"5","uEmir",23,"m",0.616498025035163,0.00223747527215712,0.000128965159993555,0.704538878478332,0.0437872231823558,"8.jpg","image","STILL",0.96,3.414,"wifi",58,14,"HOME","True","False",-2,"1001"
"6","uEmir",23,"m",0.616498025035163,0.00223747527215712,0.000128965159993555,0.704538878478332,0.0437872231823558,"8.jpg","image","STILL",0.96,5.022,"wifi",58,14,"HOME","True","True",-2,"1001"
"7","uEmir",23,"m",0.616498025035163,0.00223747527215712,0.000128965159993555,0.704538878478332,0.0437872231823558,"11.mp4","vlong","STILL",0.96,7.269,"wifi",58,14,"HOME","True","True",-2,"1001"
"8","uEmir",23,"m",0.616498025035163,0.00223747527215712,0.000128965159993555,0.704538878478332,0.0437872231823558,"4.jpg","image","STILL",0.84,11.111,"wifi",58,18,"HOME","True","False",-2,"1001"
"9","uEmir",23,"m",0.616498025035163,0.00223747527215712,0.000128965159993555,0.704538878478332,0.0437872231823558,"16.jpg","image","STILL",0.84,21.831,"wifi",58,18,"HOME","True","True",1,"1001"
"10","uEmir",23,"m",0.616498025035163,0.00223747527215712,0.000128965159993555,0.704538878478332,0.0437872231823558,"16.mp4","vshort","STILL",0.72,5.336,"wifi",58,0,"HOME","True","False",-2,"1001"
"11","uEmir",23,"m",0.616498025035163,0.00223747527215712,0.000128965159993555,0.704538878478332,0.0437872231823558,"2.jpg","image","STILL",0.71,3.43,"wifi",58,0,"HOME","True","True",-2,"1001"
"12","uEmir",23,"m",0.616498025035163,0.00223747527215712,0.000128965159993555,0.704538878478332,0.0437872231823558,"10.jpg","image","STILL",0.7,10.345,"wifi",58,0,"HOME","True","True",2,"1001"
"13","uEmir",23,"m",0.616498025035163,0.00223747527215712,0.000128965159993555,0.704538878478332,0.0437872231823558,"4.mp4","vlong","STILL",0.3,30.17,"wifi",58,14,"HOME","True","True",-2,"1001"
"14","uEmir",23,"m",0.616498025035163,0.00223747527215712,0.000128965159993555,0.704538878478332,0.0437872231823558,"14.jpg","image","STILL",0.3,27.95,"wifi",58,14,"HOME","True","True",0,"1001"
"15","uEmir",23,"m",0.616498025035163,0.00223747527215712,0.000128965159993555,0.704538878478332,0.0437872231823558,"23.mp4","vshort","STILL",0.3,11.538,"wifi",58,14,"HOME","True","True",-1,"1001"
"16","uEmir",23,"m",0.616498025035163,0.00223747527215712,0.000128965159993555,0.704538878478332,0.0437872231823558,"16.mp4","vshort","STILL",0.3,3.767,"wifi",58,14,"HOME","True","True",-2,"1001"
"17","uEmir",23,"m",0.616498025035163,0.00223747527215712,0.000128965159993555,0.704538878478332,0.0437872231823558,"24.jpg","image","STILL",0.3,5.652,"wifi",58,14,"HOME","True","True",1,"1001"
"18","uEmir",23,"m",0.616498025035163,0.00223747527215712,0.000128965159993555,0.704538878478332,0.0437872231823558,"12.jpg","image","STILL",0.28,14.677,"wifi",58,16,"HOME","True","True",0,"1001"
"19","uEmir",23,"m",0.616498025035163,0.00223747527215712,0.000128965159993555,0.704538878478332,0.0437872231823558,"23.mp4","vshort","STILL",0.27,10.592,"wifi",58,16,"HOME","True","True",-2,"1001"
"20","uEmir",23,"m",0.616498025035163,0.00223747527215712,0.000128965159993555,0.704538878478332,0.0437872231823558,"4.mp4","vshort","STILL",0.27,11.001,"wifi",58,16,"HOME","True","True",2,"1001"
"21","uEmir",23,"m",0.616498025035163,0.00223747527215712,0.000128965159993555,0.704538878478332,0.0437872231823558,"24.jpg","image","STILL",0.81,8.535,"wifi",58,13,"HOME","True","True",1,"1001"
"22","uEmir",23,"m",0.616498025035163,0.00223747527215712,0.000128965159993555,0.704538878478332,0.0437872231823558,"13.mp4","vlong","STILL",0.82,13.848,"wifi",58,13,"HOME","True","True",-1,"1001"
"23","uEmir",23,"m",0.616498025035163,0.00223747527215712,0.000128965159993555,0.704538878478332,0.0437872231823558,"11.mp4","vshort","STILL",0.93,17.003,"wifi",58,18,"HOME","True","True",2,"1001"
"24","uEmir",23,"m",0.616498025035163,0.00223747527215712,0.000128965159993555,0.704538878478332,0.0437872231823558,"6.mp4","vshort","STILL",0.93,6.001,"wifi",58,18,"HOME","True","True",2,"1001"
