uEmir;23;m;5;1.5;1;4;2;13.mp4;vlong;STILL;0.86;31.501;1;wifi;58;19;OTHER
uEmir;23;m;5;1.5;1;4;2;22.mp4;vlong;STILL;0.8500000000000001;10.827;0.1370506329113924;wifi;58;19;OTHER
uEmir;23;m;5;1.5;1;4;2;13.mp4;vlong;STILL;0.84;31.502;1;wifi;58;20;OTHER
uEmir;23;m;5;1.5;1;4;2;16.mp4;vshort;STILL;0.83;17.002;1;wifi;58;20;OTHER
uEmir;23;m;5;1.5;1;4;2;23.mp4;vshort;STILL;0.8199999999999998;11.105;0.55525;wifi;58;20;OTHER
uEmir;23;m;5;1.5;1;4;2;2.mp4;vlong;STILL;0.8199999999999998;16.299;0.254671875;wifi;58;20;OTHER
uEmir;23;m;5;1.5;1;4;2;4.mp4;vshort;STILL;0.8199999999999998;11.501;1;wifi;58;20;OTHER
uEmir;23;m;5;1.5;1;4;2;11.mp4;vshort;STILL;0.8100000000000002;16.501;1;wifi;58;20;OTHER
uEmir;23;m;5;1.5;1;4;2;18.mp4;vshort;STILL;0.8100000000000002;16.501;1;wifi;58;20;OTHER
uEmir;23;m;5;1.5;1;4;2;18.mp4;vshort;STILL;0.8100000000000002;16.001;1;wifi;58;20;OTHER
uEmir;23;m;5;1.5;1;4;2;4.mp4;vlong;STILL;0.8100000000000002;17.787;0.2615735294117647;wifi;58;20;OTHER
uEmir;23;m;5;1.5;1;4;2;6.mp4;vshort;STILL;0.8;6.002;1;wifi;58;20;OTHER
uEmir;23;m;5;1.5;1;4;2;9.mp4;vshort;STILL;0.8;11.502;1;wifi;58;20;OTHER
uEmir;23;m;5;1.5;1;4;2;9.mp4;vshort;STILL;0.8;11.002;1;wifi;58;20;OTHER
uEmir;23;m;5;1.5;1;4;2;11.mp4;vshort;STILL;0.8;16.001;1;wifi;58;20;OTHER
uEmir;23;m;5;1.5;1;4;2;23.mp4;vshort;STILL;0.79;21.502;1;wifi;58;20;OTHER
uEmir;23;m;5;1.5;1;4;2;18.mp4;vlong;STILL;0.79;9.934;0.342551724137931;wifi;58;20;OTHER
uEmir;23;m;5;1.5;1;4;2;13.mp4;vshort;STILL;0.77;0.099;0.0066;wifi;58;20;OTHER
uEmir;23;m;5;1.5;1;4;2;2.mp4;vshort;STILL;0.77;11.502;1;wifi;58;20;OTHER
uEmir;23;m;5;1.5;1;4;2;6.mp4;vlong;STILL;0.38;6.682;0.10954098360655738;cellular;58;11;OTHER
uEmir;23;m;5;1.5;1;4;2;2.mp4;vshort;STILL;0.37;2.841;0.2841;cellular;58;11;OTHER
uEmir;23;m;5;1.5;1;4;2;11.mp4;vlong;ON_FOOT;0.36;6.759;0.08777922077922079;cellular;58;11;OTHER
uEmir;23;m;5;1.5;1;4;2;22.mp4;vlong;ON_FOOT;0.35;11.254;0.14245569620253165;cellular;58;11;OTHER
uEmir;23;m;5;1.5;1;4;2;13.mp4;vshort;ON_FOOT;0.34;3.914;0.26093333333333335;cellular;58;11;OTHER
uEmir;23;m;5;1.5;1;4;2;13.mp4;vshort;ON_FOOT;0.31;6.82;0.45466666666666666;cellular;58;12;OTHER
uEmir;23;m;5;1.5;1;4;2;13.mp4;vshort;ON_FOOT;0.31;8.346;0.5564;cellular;58;12;OTHER
uEmir;23;m;5;1.5;1;4;2;16.mp4;vshort;STILL;0.21;17.004;1;wifi;58;13;OTHER
